sourcedId,status,dateLastModified,metadata,username,userIds,enabledUser,givenName,familyName,middleName,role,schools,role,identifier,email,sms,phone,agents,grades,password
21427,active,2018-01-09 00:00:00.000,,akayla.reazin,{FED:21427},True,AKAYLA,REAZIN,JOHNSON,student,2,,16364,akayla.reazin@classlink.k12.nj.us,,,,12,
22044,active,2018-03-27 00:00:00.000,,william.bonner,{FED:22044},True,WILLIAM,BONNER,ROSA,student,2,,18137,william.bonner@classlink.k12.nj.us,,,,9,
22135,active,2019-02-22 00:00:00.000,,keely.davis,{FED:22135},True,KEELY,DAVIS,KESHON,student,7,,19826,keely.davis@classlink.k12.nj.us,,,,4,
22143,active,2019-03-01 00:00:00.000,,kendall.lozano,{FED:22143},True,KENDALL,LOZANO,FAITH,student,3,,19297,kendall.lozano@classlink.k12.nj.us,,,,8,
22156,active,2019-02-08 00:00:00.000,,brandon.landfair,{FED:22156},True,BRANDON,LANDFAIR,PATRICK,student,3,,19791,brandon.landfair@classlink.k12.nj.us,,,,6,
22160,active,2019-05-25 00:00:00.000,,eugene.lawson,{FED:22160},True,EUGENE,LAWSON,VONTRELL,student,2,,19859,eugene.lawson@classlink.k12.nj.us,,,,9,
22172,active,2018-06-01 00:00:00.000,,naomi.mayfield,{FED:22172},True,NAOMI,MAYFIELD,RENAE,student,3,,19581,naomi.mayfield@classlink.k12.nj.us,,,,8,
22204,active,2018-08-14 00:00:00.000,,makayla.torrescano,{FED:22204},True,MAKAYLA,TORRESCANO,DANIELLE,student,3,,17515,makayla.torrescano@classlink.k12.nj.us,,,,8,
22301,active,2019-04-25 00:00:00.000,,pedro.wilson,{FED:22301},True,PEDRO,WILSON,,student,2,,17370,pedro.wilson@classlink.k12.nj.us,,,,9,
22310,active,2018-07-01 00:00:00.000,,latavian.milton,{FED:22310},True,LATAVIAN,MILTON,,student,2,,16651,latavian.milton@classlink.k12.nj.us,,,,9,
22321,active,2018-06-26 00:00:00.000,,jacqueline.milton,{FED:22321},True,JACQUELINE,MILTON,ROYAL,student,3,,19517,jacqueline.milton@classlink.k12.nj.us,,,,7,
22347,active,2018-04-11 00:00:00.000,,isai.anderson,{FED:22347},True,ISAI,ANDERSON,JERMAINE,student,3,,18905,isai.anderson@classlink.k12.nj.us,,,,8,
22356,active,2019-04-13 00:00:00.000,,zachariah.garcia,{FED:22356},True,ZACHARIAH,GARCIA,,student,3,,19869,zachariah.garcia@classlink.k12.nj.us,,,,8,
22408,active,2018-06-25 00:00:00.000,,armando.renteria,{FED:22408},True,ARMANDO,RENTERIA,ISACC,student,3,,19513,armando.renteria@classlink.k12.nj.us,,,,8,
22427,active,2019-03-23 00:00:00.000,,martin.zavala,{FED:22427},True,MARTIN,ZAVALA,AIMEE,student,3,,18203,martin.zavala@classlink.k12.nj.us,,,,8,
22435,active,2018-12-30 00:00:00.000,,genaro.sandoval,{FED:22435},True,GENARO,SANDOVAL,NICOLE,student,2,,19323,genaro.sandoval@classlink.k12.nj.us,,,,9,
22472,active,2018-07-22 00:00:00.000,,megan.sandoval,{FED:22472},True,MEGAN,SANDOVAL,,student,3,,18226,megan.sandoval@classlink.k12.nj.us,,,,8,
22701,active,2019-04-24 00:00:00.000,,blake.massey,{FED:22701},True,BLAKE,MASSEY,AMADELI,student,3,,19789,blake.massey@classlink.k12.nj.us,,,,7,
22717,active,2018-02-05 00:00:00.000,,damien.eastham,{FED:22717},True,DAMIEN,EASTHAM,,student,3,,19571,damien.eastham@classlink.k12.nj.us,,,,6,
22725,active,2019-02-15 00:00:00.000,,fernando.hawkins,{FED:22725},True,FERNANDO,HAWKINS,EXAEL,student,3,,19375,fernando.hawkins@classlink.k12.nj.us,,,,7,
22726,active,2018-01-16 00:00:00.000,,faith.lanham,{FED:22726},True,FAITH,LANHAM,SUSAN MARIE,student,3,,18879,faith.lanham@classlink.k12.nj.us,,,,7,
22727,active,2018-10-31 00:00:00.000,,robby.hayley,{FED:22727},True,ROBBY,HAYLEY,AGUSTINA,student,3,,18991,robby.hayley@classlink.k12.nj.us,,,,8,
22765,active,2018-08-22 00:00:00.000,,topanga.blackmon,{FED:22765},True,TOPANGA,BLACKMON,,student,2,,18934,topanga.blackmon@classlink.k12.nj.us,,,,9,
22783,active,2018-02-11 00:00:00.000,,arianna.wedgeworth,{FED:22783},True,ARIANNA,WEDGEWORTH,,student,3,,17904,arianna.wedgeworth@classlink.k12.nj.us,,,,8,
22847,active,2019-02-17 00:00:00.000,,demetrio.hazuka,{FED:22847},True,DEMETRIO,HAZUKA,DABRAYLLON,student,2,,18170,demetrio.hazuka@classlink.k12.nj.us,,,,9,
22860,active,2018-11-01 00:00:00.000,,jasmin.hill,{FED:22860},True,JASMIN,HILL,ALBERTO,student,3,,18820,jasmin.hill@classlink.k12.nj.us,,,,8,
22891,active,2019-02-18 00:00:00.000,,alexis.riosarreola,{FED:22891},True,ALEXIS,RIOS ARREOLA,ELAINE,student,3,,18977,alexis.riosarreola@classlink.k12.nj.us,,,,7,
22909,active,2018-09-16 00:00:00.000,,arturo.anguiano,{FED:22909},True,ARTURO,ANGUIANO,MICHELLE,student,3,,19079,arturo.anguiano@classlink.k12.nj.us,,,,6,
22929,active,2018-03-31 00:00:00.000,,savanna.martinez,{FED:22929},True,SAVANNA,MARTINEZ,NICOLE,student,3,,18763,savanna.martinez@classlink.k12.nj.us,,,,7,
22949,active,2019-02-22 00:00:00.000,,kayleen.griffith,{FED:22949},True,KAYLEEN,GRIFFITH,,student,3,,19067,kayleen.griffith@classlink.k12.nj.us,,,,8,
23018,active,2018-01-22 00:00:00.000,,connor.zuniga,{FED:23018},True,CONNOR,ZUNIGA,KAROLINA,student,3,,19989,connor.zuniga@classlink.k12.nj.us,,,,7,
23069,active,2018-10-25 00:00:00.000,,matheu.line,{FED:23069},True,MATHEU,LINE,JAMES,student,3,,19710,matheu.line@classlink.k12.nj.us,,,,8,
23142,active,2018-10-02 00:00:00.000,,rocky.line,{FED:23142},True,ROCKY,LINE,LINDA,student,3,,18635,rocky.line@classlink.k12.nj.us,,,,7,
23144,active,2018-11-16 00:00:00.000,,kamarion.anderson,{FED:23144},True,KA'MARION,ANDERSON,DAMARA,student,3,,19626,kamarion.anderson@classlink.k12.nj.us,,,,7,
23146,active,2018-03-31 00:00:00.000,,darrius.scott,{FED:23146},True,DARRIUS,SCOTT,DALTON,student,7,,19625,darrius.scott@classlink.k12.nj.us,,,,5,
23185,active,2019-01-08 00:00:00.000,,abbie.scott,{FED:23185},True,ABBIE,SCOTT,MANUEL,student,3,,18562,abbie.scott@classlink.k12.nj.us,,,,7,
23308,active,2018-02-25 00:00:00.000,,jordan.zweck,{FED:23308},True,JORDAN,ZWECK,,student,3,,19642,jordan.zweck@classlink.k12.nj.us,,,,8,
23416,active,2018-06-08 00:00:00.000,,khrislyn.potter,{FED:23416},True,KHRISLYN,POTTER,DARLIN,student,3,,19304,khrislyn.potter@classlink.k12.nj.us,,,,7,
23430,active,2018-05-30 00:00:00.000,,holli.rodriguez,{FED:23430},True,HOLLI,RODRIGUEZ,,student,7,,19914,holli.rodriguez@classlink.k12.nj.us,,,,5,
23482,active,2018-04-03 00:00:00.000,,collin.davis,{FED:23482},True,COLLIN,DAVIS,THOMAS,student,7,,19541,collin.davis@classlink.k12.nj.us,,,,5,
23554,active,2018-09-10 00:00:00.000,,angel.jacquez,{FED:23554},True,ANGEL,JACQUEZ,DELMONTRES,student,3,,19535,angel.jacquez@classlink.k12.nj.us,,,,6,
23828,active,2018-11-12 00:00:00.000,,tierra.figueroa,{FED:23828},True,TIERRA,FIGUEROA,ADAM,student,3,,19027,tierra.figueroa@classlink.k12.nj.us,,,,6,
23880,active,2019-06-06 00:00:00.000,,crystal.lamb,{FED:23880},True,CRYSTAL,LAMB,AUSTIN,student,7,,19743,crystal.lamb@classlink.k12.nj.us,,,,5,
23886,active,2018-09-21 00:00:00.000,,mazey.heckel,{FED:23886},True,MAZEY,HECKEL,MARQUISE,student,7,,19256,mazey.heckel@classlink.k12.nj.us,,,,5,
23887,active,2019-01-14 00:00:00.000,,jesse.griffin,{FED:23887},True,JESSE,GRIFFIN,DAMON,student,7,,19255,jesse.griffin@classlink.k12.nj.us,,,,5,
24055,active,2019-06-08 00:00:00.000,,arianna.brewster,{FED:24055},True,ARIANNA,BREWSTER,SHERLOCK,student,3,,18757,arianna.brewster@classlink.k12.nj.us,,,,7,
24098,active,2018-06-17 00:00:00.000,,marco.gause,{FED:24098},True,MARCO,GAUSE,LAMONTRES,student,7,,19516,marco.gause@classlink.k12.nj.us,,,,5,
24268,active,2018-07-22 00:00:00.000,,karmya.calico,{FED:24268},True,KARMYA,CALICO,CHARNICE LASHELLE,student,3,,19666,karmya.calico@classlink.k12.nj.us,,,,7,
24338,active,2018-01-17 00:00:00.000,,michael.mahoney,{FED:24338},True,MICHAEL,MAHONEY,AU'KEVIAN,student,7,,19873,michael.mahoney@classlink.k12.nj.us,,,,5,
28329,active,2018-02-24 00:00:00.000,,kurt.sanders,{FED:28329},True,KURT,SANDERS,PATTRELL,teacher,7,,32,kurt.sanders@classlink.k12.nj.us,,,,,
28338,active,2018-02-22 00:00:00.000,,william.guillen,{FED:28338},True,WILLIAM,GUILLEN,WAYNE,teacher,3,,56,william.guillen@classlink.k12.nj.us,,,,,
28352,active,2019-04-23 00:00:00.000,,tori.mata,{FED:28352},True,TORI,MATA,ALEXIS,teacher,2,,100,tori.mata@classlink.k12.nj.us,,,,,
28355,active,2019-04-11 00:00:00.000,,deimon.hedrick,{FED:28355},True,DEIMON,HEDRICK,MICHELLE,teacher,7,,116,deimon.hedrick@classlink.k12.nj.us,,,,,
28357,active,2019-02-08 00:00:00.000,,priscilla.mcgee,{FED:28357},True,PRISCILLA,MCGEE,,teacher,3,,122,priscilla.mcgee@classlink.k12.nj.us,,,,,
28385,active,2018-04-11 00:00:00.000,,saul.warren,{FED:28385},True,SAUL,WARREN,JR,teacher,3,,226,saul.warren@classlink.k12.nj.us,,,,,
28424,active,2018-04-08 00:00:00.000,,carlos.hedricks,{FED:28424},True,CARLOS,HEDRICKS,MIKEAL,teacher,7,,350,carlos.hedricks@classlink.k12.nj.us,,,,,
28442,active,2018-12-01 00:00:00.000,,april.hedricks,{FED:28442},True,APRIL,HEDRICKS,CHANEL,teacher,3,,422,april.hedricks@classlink.k12.nj.us,,,,,
28476,active,2019-02-05 00:00:00.000,,destiny.hill,{FED:28476},True,DESTINY,HILL,ELIZABETH,teacher,2,,526,destiny.hill@classlink.k12.nj.us,,,,,
28480,active,2018-02-19 00:00:00.000,,isaian.rivera,{FED:28480},True,ISAIAN,RIVERA,BROCK,teacher,2,,544,isaian.rivera@classlink.k12.nj.us,,,,,
28529,active,2018-04-07 00:00:00.000,,yardan.hammers,{FED:28529},True,YARDAN,HAMMERS,TIKEI,teacher,2,,678,yardan.hammers@classlink.k12.nj.us,,,,,
28534,active,2019-01-21 00:00:00.000,,emily.march,{FED:28534},True,EMILY,MARCH,DWAIN,teacher,2,,684,emily.march@classlink.k12.nj.us,,,,,
28563,active,2018-03-08 00:00:00.000,,faye.helms,{FED:28563},True,FAYE,HELMS,EVELYN,teacher,7,,791,faye.helms@classlink.k12.nj.us,,,,,
28592,active,2019-04-24 00:00:00.000,,isaac.amante,{FED:28592},True,ISAAC,AMANTE,CHRISTIAN,teacher,7,,877,isaac.amante@classlink.k12.nj.us,,,,,
28603,active,2019-01-03 00:00:00.000,,zachariah.carney,{FED:28603},True,ZACHARIAH,CARNEY,LINN,teacher,7,,906,zachariah.carney@classlink.k12.nj.us,,,,,
28620,active,2019-01-16 00:00:00.000,,taylor.helms,{FED:28620},True,TAYLOR,HELMS,JANETTE,teacher,2,,951,taylor.helms@classlink.k12.nj.us,,,,,
28733,active,2018-01-27 00:00:00.000,,afnan.amante,{FED:28733},True,AFNAN,AMANTE,JEREMIAH,teacher,3,,1303,afnan.amante@classlink.k12.nj.us,,,,,
28761,active,2019-03-18 00:00:00.000,,jorge.wood,{FED:28761},True,JORGE,WOOD,JULIAN,teacher,7,,518,jorge.wood@classlink.k12.nj.us,,,,,
28930,active,2018-04-22 00:00:00.000,,keirontay.torreschavez,{FED:28930},True,KEIRONTAY,TORRES-CHAVEZ,SAMYA,student,7,,20386,keirontay.torreschavez@classlink.k12.nj.us,,,,5,
28949,active,2018-01-03 00:00:00.000,,trekeilyn.rodriguez,{FED:28949},True,TREKEILYN,RODRIGUEZ,GREY,student,3,,20388,trekeilyn.rodriguez@classlink.k12.nj.us,,,,6,
28961,active,2018-08-01 00:00:00.000,,ilonzo.hernandez,{FED:28961},True,ILONZO,HERNANDEZ,KEYVONE,student,7,,21476,ilonzo.hernandez@classlink.k12.nj.us,,,,5,
28962,active,2018-11-02 00:00:00.000,,ramiro.hernandezlucena,{FED:28962},True,RAMIRO,HERNANDEZ LUCENA,ALISE,student,7,,20391,ramiro.hernandezlucena@classlink.k12.nj.us,,,,4,
29005,active,2019-02-19 00:00:00.000,,maliyah.green,{FED:29005},True,MALIYAH,GREEN,LEE,student,7,,20221,maliyah.green@classlink.k12.nj.us,,,,5,
29117,active,2019-01-30 00:00:00.000,,blas.morales,{FED:29117},True,BLAS,MORALES,,student,2,,20385,blas.morales@classlink.k12.nj.us,,,,10,
29120,active,2019-02-14 00:00:00.000,,nattaly.saucedo,{FED:29120},True,NATTALY,SAUCEDO,NATHANIEL-LEE,student,3,,20281,nattaly.saucedo@classlink.k12.nj.us,,,,7,
29123,active,2019-02-27 00:00:00.000,,jocelynn.henderson,{FED:29123},True,JOCELYNN,HENDERSON,JO,student,3,,20294,jocelynn.henderson@classlink.k12.nj.us,,,,7,
29205,active,2018-05-06 00:00:00.000,,mohammed.forster,{FED:29205},True,MOHAMMED,FORSTER,ELIZABETH,student,3,,20380,mohammed.forster@classlink.k12.nj.us,,,,6,
29233,active,2019-02-14 00:00:00.000,,sawyer.hendricks,{FED:29233},True,SAWYER,HENDRICKS,ALONSO,student,7,,20250,sawyer.hendricks@classlink.k12.nj.us,,,,5,
29249,active,2018-11-26 00:00:00.000,,tyra.williams,{FED:29249},True,TYRA,WILLIAMS,CARMELO,teacher,2,,176,tyra.williams@classlink.k12.nj.us,,,,,
29399,active,2018-11-20 00:00:00.000,,mohammed.smith,{FED:29399},True,MOHAMMED,SMITH,PA'LEAH,student,3,,20427,mohammed.smith@classlink.k12.nj.us,,,,7,
29549,active,2019-01-06 00:00:00.000,,skye.metcalf,{FED:29549},True,SKYE,METCALF,MAC,teacher,3,,1501,skye.metcalf@classlink.k12.nj.us,,,,,
29562,active,2018-08-17 00:00:00.000,,madison.jackson,{FED:29562},True,MADISON,JACKSON,,teacher,7,,735,madison.jackson@classlink.k12.nj.us,,,,,
29716,active,2018-01-22 00:00:00.000,,daniel.duran,{FED:29716},True,DANIEL,DURAN,RENE',student,7,,20528,daniel.duran@classlink.k12.nj.us,,,,4,
30044,active,2019-04-25 00:00:00.000,,lidia.mendez,{FED:30044},True,LIDIA,MENDEZ,STEPHANIE,student,3,,20639,lidia.mendez@classlink.k12.nj.us,,,,6,
30164,active,2018-02-12 00:00:00.000,,kelton.delagarzaquiroz,{FED:30164},True,KELTON,DE LA GARZA QUIROZ,MICHAEL,student,3,,20707,kelton.delagarzaquiroz@classlink.k12.nj.us,,,,7,
30196,active,2019-02-08 00:00:00.000,,nolan.jackson,{FED:30196},True,NOLAN,JACKSON,MARIE,student,7,,20713,nolan.jackson@classlink.k12.nj.us,,,,5,
30205,active,2019-05-31 00:00:00.000,,debani.jacksonminor,{FED:30205},True,DEBANI,JACKSON MINOR,RAELYNN,student,3,,20714,debani.jacksonminor@classlink.k12.nj.us,,,,6,
30320,active,2018-10-04 00:00:00.000,,jovan.martinez,{FED:30320},True,JOVAN,MARTINEZ,DON'SHAYE,student,7,,20763,jovan.martinez@classlink.k12.nj.us,,,,5,
30445,active,2018-01-27 00:00:00.000,,jose.blackmon,{FED:30445},True,JOSE,BLACKMON,AMARI,student,7,,20780,jose.blackmon@classlink.k12.nj.us,,,,4,
31152,active,2018-06-10 00:00:00.000,,esmeralda.henry,{FED:31152},True,ESMERALDA,HENRY,KADE,student,3,,20878,esmeralda.henry@classlink.k12.nj.us,,,,7,
31197,active,2018-10-29 00:00:00.000,,kealey.rodriguez,{FED:31197},True,KEALEY,RODRIGUEZ,RENEE,student,7,,20900,kealey.rodriguez@classlink.k12.nj.us,,,,4,
31288,active,2018-12-12 00:00:00.000,,miguel.henry,{FED:31288},True,MIGUEL,HENRY,AVA,student,7,,20919,miguel.henry@classlink.k12.nj.us,,,,4,
31289,active,2018-11-05 00:00:00.000,,fabion.hermanns,{FED:31289},True,FABION,HERMANNS,JO,student,3,,20920,fabion.hermanns@classlink.k12.nj.us,,,,6,
32452,active,2018-02-15 00:00:00.000,,dimple.preciado,{FED:32452},True,DIMPLE,PRECIADO,DAMIAN,student,3,,21037,dimple.preciado@classlink.k12.nj.us,,,,6,
32681,active,2019-05-07 00:00:00.000,,thomas.massenburge,{FED:32681},True,THOMAS,MASSENBURGE,LYNN,student,7,,21122,thomas.massenburge@classlink.k12.nj.us,,,,4,
32713,active,2018-11-26 00:00:00.000,,jordan.benitez,{FED:32713},True,JORDAN,BENITEZ,PARKER,student,7,,21137,jordan.benitez@classlink.k12.nj.us,,,,3,
32718,active,2018-10-16 00:00:00.000,,enrique.campa,{FED:32718},True,ENRIQUE,CAMPA,ANTONIO,student,3,,21139,enrique.campa@classlink.k12.nj.us,,,,7,
32721,active,2018-07-20 00:00:00.000,,bobby.campa,{FED:32721},True,BOBBY,CAMPA,,student,7,,21141,bobby.campa@classlink.k12.nj.us,,,,4,
32747,active,2018-04-30 00:00:00.000,,lamya.ford,{FED:32747},True,LAMYA,FORD,JARED,student,7,,21151,lamya.ford@classlink.k12.nj.us,,,,4,
33130,active,2018-03-22 00:00:00.000,,morgan.forster,{FED:33130},True,MORGAN,FORSTER,JOSE',student,3,,21246,morgan.forster@classlink.k12.nj.us,,,,7,
33141,active,2018-12-20 00:00:00.000,,nolan.hernandez,{FED:33141},True,NOLAN,HERNANDEZ,HERMINIO,student,7,,21284,nolan.hernandez@classlink.k12.nj.us,,,,3,
33157,active,2018-01-04 00:00:00.000,,kaela.torres,{FED:33157},True,KAELA,TORRES,DARREL,student,7,,21289,kaela.torres@classlink.k12.nj.us,,,,5,
33267,active,2018-08-30 00:00:00.000,,manuel.maples,{FED:33267},True,MANUEL,MAPLES,LYNN THOMAS,student,3,,21351,manuel.maples@classlink.k12.nj.us,,,,6,
33336,active,2018-10-19 00:00:00.000,,noemi.hernandez,{FED:33336},True,NOEMI,HERNANDEZ,,student,3,,21390,noemi.hernandez@classlink.k12.nj.us,,,,6,
33954,active,2019-01-12 00:00:00.000,,jordan.hernandez,{FED:33954},True,JORDAN,HERNANDEZ,DINH,student,7,,21504,jordan.hernandez@classlink.k12.nj.us,,,,3,
34126,active,2018-06-20 00:00:00.000,,lee.herod,{FED:34126},True,LEE,HEROD,NEAL,teacher,2,,1663,lee.herod@classlink.k12.nj.us,,,,,
34318,active,2018-09-10 00:00:00.000,,luis.shelton,{FED:34318},True,LUIS,SHELTON,ROSE,student,7,,21638,luis.shelton@classlink.k12.nj.us,,,,3,
35023,active,2018-04-26 00:00:00.000,,mirna.anderson,{FED:35023},True,MIRNA,ANDERSON,ELAINE,student,7,,21900,mirna.anderson@classlink.k12.nj.us,,,,3,
35126,active,2019-03-12 00:00:00.000,,danecia.mooregee,{FED:35126},True,DANECIA,MOORE-GEE,,student,7,,21938,danecia.mooregee@classlink.k12.nj.us,,,,2,
35249,active,2018-05-03 00:00:00.000,,anthony.hernandez,{FED:35249},True,ANTHONY,HERNANDEZ,REID,student,7,,21980,anthony.hernandez@classlink.k12.nj.us,,,,4,
35871,active,2018-01-21 00:00:00.000,,kevin.hernandez,{FED:35871},True,KEVIN,HERNANDEZ,,teacher,2,,1235,kevin.hernandez@classlink.k12.nj.us,,,,,
36107,active,2018-12-22 00:00:00.000,,melissa.ruiz,{FED:36107},True,MELISSA,RUIZ,ELIZABETH,student,7,,22262,melissa.ruiz@classlink.k12.nj.us,,,,4,
36516,active,2018-03-09 00:00:00.000,,keanu.arciga,{FED:36516},True,KEANU,ARCIGA,YAMILE,student,7,,22408,keanu.arciga@classlink.k12.nj.us,,,,2,
36852,active,2018-11-28 00:00:00.000,,ricardo.hardee,{FED:36852},True,RICARDO,HARDEE,GRACE,student,7,,22559,ricardo.hardee@classlink.k12.nj.us,,,,1,
36855,active,2019-01-14 00:00:00.000,,ladamion.hernandez,{FED:36855},True,LADAMION,HERNANDEZ,ISABEL,student,7,,22562,ladamion.hernandez@classlink.k12.nj.us,,,,1,
36975,active,2018-11-21 00:00:00.000,,tateonna.jackson,{FED:36975},True,TATEONNA,JACKSON,ELIZABETH,student,7,,22612,tateonna.jackson@classlink.k12.nj.us,,,,2,
36984,active,2018-06-04 00:00:00.000,,efren.martinez,{FED:36984},True,EFREN,MARTINEZ,RENA,student,7,,22615,efren.martinez@classlink.k12.nj.us,,,,3,
37112,active,2019-03-24 00:00:00.000,,nemesia.wheat,{FED:37112},True,NEMESIA,WHEAT,MICAH,student,7,,22668,nemesia.wheat@classlink.k12.nj.us,,,,2,
37133,active,2019-03-22 00:00:00.000,,keyayra.zavala,{FED:37133},True,KEYAYRA,ZAVALA,LIZBETH,student,7,,22671,keyayra.zavala@classlink.k12.nj.us,,,,1,
37191,active,2018-12-17 00:00:00.000,,habana.hernandez,{FED:37191},True,HABANA,HERNANDEZ,EZEQUIEL,student,7,,22695,habana.hernandez@classlink.k12.nj.us,,,,2,
37197,active,2019-03-09 00:00:00.000,,katelyn.hernandez,{FED:37197},True,KATELYN,HERNANDEZ,,student,7,,22698,katelyn.hernandez@classlink.k12.nj.us,,,,1,
37415,active,2018-04-05 00:00:00.000,,caleb.rodriguezcontreras,{FED:37415},True,CALEB,RODRIGUEZ CONTRERAS,DAMIAN,teacher,2,,1593,caleb.rodriguezcontreras@classlink.k12.nj.us,,,,,
37656,active,2018-07-15 00:00:00.000,,chance.hernandez,{FED:37656},True,CHANCE,HERNANDEZ,RENE,student,7,,22870,chance.hernandez@classlink.k12.nj.us,,,,1,
37713,active,2018-12-12 00:00:00.000,,ju-keysten.gomezrobledo,{FED:37713},True,JU-KEYSTEN,GOMEZ ROBLEDO,LEIGHANN,student,7,,22895,ju-keysten.gomezrobledo@classlink.k12.nj.us,,,,1,
38078,active,2018-12-14 00:00:00.000,,nicholas.gomezrobledo,{FED:38078},True,NICHOLAS,GOMEZ ROBLEDO,LEE,student,7,,22981,nicholas.gomezrobledo@classlink.k12.nj.us,,,,2,
