sourcedId,status,dateLastModified,enabledUser,orgs,role,username,userIds,givenName,familyName,middleName,role,identifier,email,sms,phone,agents,grades,password
23554,,,TRUE,3,student,angel.jacquez,{FED:23554},ANGEL,JACQUEZ,DELMONTRES,,19535,angel.jacquez@classlink.k12.nj.us,,,,6,
23828,,,TRUE,3,student,tierra.figueroa,{FED:23828},TIERRA,FIGUEROA,ADAM,,19027,tierra.figueroa@classlink.k12.nj.us,,,,6,
23880,,,TRUE,7,student,crystal.lamb,{FED:23880},CRYSTAL,LAMB,AUSTIN,,19743,crystal.lamb@classlink.k12.nj.us,,,,5,
23886,,,TRUE,7,student,mazey.heckel,{FED:23886},MAZEY,HECKEL,MARQUISE,,19256,mazey.heckel@classlink.k12.nj.us,,,,5,
23887,,,TRUE,7,student,jesse.griffin,{FED:23887},JESSE,GRIFFIN,DAMON,,19255,jesse.griffin@classlink.k12.nj.us,,,,5,
24055,,,TRUE,3,student,arianna.brewster,{FED:24055},ARIANNA,BREWSTER,SHERLOCK,,18757,arianna.brewster@classlink.k12.nj.us,,,,7,
24098,,,TRUE,7,student,marco.gause,{FED:24098},MARCO,GAUSE,LAMONTRES,,19516,marco.gause@classlink.k12.nj.us,,,,5,
24268,,,TRUE,3,student,karmya.calico,{FED:24268},KARMYA,CALICO,CHARNICE LASHELLE,,19666,karmya.calico@classlink.k12.nj.us,,,,7,
24338,,,TRUE,7,student,michael.mahoney,{FED:24338},MICHAEL,MAHONEY,AU'KEVIAN,,19873,michael.mahoney@classlink.k12.nj.us,,,,5,
28329,,,TRUE,7,teacher,kurt.sanders,{FED:28329},KURT,SANDERS,PATTRELL,,32,kurt.sanders@classlink.k12.nj.us,,,,,
28338,,,TRUE,3,teacher,william.guillen,{FED:28338},WILLIAM,GUILLEN,WAYNE,,56,william.guillen@classlink.k12.nj.us,,,,,
28352,,,TRUE,2,teacher,tori.mata,{FED:28352},TORI,MATA,ALEXIS,,100,tori.mata@classlink.k12.nj.us,,,,,
28355,,,TRUE,7,teacher,deimon.hedrick,{FED:28355},DEIMON,HEDRICK,MICHELLE,,116,deimon.hedrick@classlink.k12.nj.us,,,,,
28357,,,TRUE,3,teacher,priscilla.mcgee,{FED:28357},PRISCILLA,MCGEE,,,122,priscilla.mcgee@classlink.k12.nj.us,,,,,
28385,,,TRUE,3,teacher,saul.warren,{FED:28385},SAUL,WARREN,JR,,226,saul.warren@classlink.k12.nj.us,,,,,
28424,,,TRUE,7,teacher,carlos.hedricks,{FED:28424},CARLOS,HEDRICKS,MIKEAL,,350,carlos.hedricks@classlink.k12.nj.us,,,,,
28442,,,TRUE,3,teacher,april.hedricks,{FED:28442},APRIL,HEDRICKS,CHANEL,,422,april.hedricks@classlink.k12.nj.us,,,,,
28476,,,TRUE,2,teacher,destiny.hill,{FED:28476},DESTINY,HILL,ELIZABETH,,526,destiny.hill@classlink.k12.nj.us,,,,,
28480,,,TRUE,2,teacher,isaian.rivera,{FED:28480},ISAIAN,RIVERA,BROCK,,544,isaian.rivera@classlink.k12.nj.us,,,,,
28529,,,TRUE,2,teacher,yardan.hammers,{FED:28529},YARDAN,HAMMERS,TIKEI,,678,yardan.hammers@classlink.k12.nj.us,,,,,
28534,,,TRUE,2,teacher,emily.march,{FED:28534},EMILY,MARCH,DWAIN,,684,emily.march@classlink.k12.nj.us,,,,,
28563,,,TRUE,7,teacher,faye.helms,{FED:28563},FAYE,HELMS,EVELYN,,791,faye.helms@classlink.k12.nj.us,,,,,
28592,,,TRUE,7,teacher,isaac.amante,{FED:28592},ISAAC,AMANTE,CHRISTIAN,,877,isaac.amante@classlink.k12.nj.us,,,,,
28603,,,TRUE,7,teacher,zachariah.carney,{FED:28603},ZACHARIAH,CARNEY,LINN,,906,zachariah.carney@classlink.k12.nj.us,,,,,
28620,,,TRUE,2,teacher,taylor.helms,{FED:28620},TAYLOR,HELMS,JANETTE,,951,taylor.helms@classlink.k12.nj.us,,,,,
28733,,,TRUE,3,teacher,afnan.amante,{FED:28733},AFNAN,AMANTE,JEREMIAH,,1303,afnan.amante@classlink.k12.nj.us,,,,,
28761,,,TRUE,7,teacher,jorge.wood,{FED:28761},JORGE,WOOD,JULIAN,,518,jorge.wood@classlink.k12.nj.us,,,,,
28930,,,TRUE,7,student,keirontay.torreschavez,{FED:28930},KEIRONTAY,TORRES-CHAVEZ,SAMYA,,20386,keirontay.torreschavez@classlink.k12.nj.us,,,,5,
28949,,,TRUE,3,student,trekeilyn.rodriguez,{FED:28949},TREKEILYN,RODRIGUEZ,GREY,,20388,trekeilyn.rodriguez@classlink.k12.nj.us,,,,6,
28961,,,TRUE,7,student,ilonzo.hernandez,{FED:28961},ILONZO,HERNANDEZ,KEYVONE,,21476,ilonzo.hernandez@classlink.k12.nj.us,,,,5,
28962,,,TRUE,7,student,ramiro.hernandezlucena,{FED:28962},RAMIRO,HERNANDEZ LUCENA,ALISE,,20391,ramiro.hernandezlucena@classlink.k12.nj.us,,,,4,
29005,,,TRUE,7,student,maliyah.green,{FED:29005},MALIYAH,GREEN,LEE,,20221,maliyah.green@classlink.k12.nj.us,,,,5,
29117,,,TRUE,2,student,blas.morales,{FED:29117},BLAS,MORALES,,,20385,blas.morales@classlink.k12.nj.us,,,,10,
29120,,,TRUE,3,student,nattaly.saucedo,{FED:29120},NATTALY,SAUCEDO,NATHANIEL-LEE,,20281,nattaly.saucedo@classlink.k12.nj.us,,,,7,
29123,,,TRUE,3,student,jocelynn.henderson,{FED:29123},JOCELYNN,HENDERSON,JO,,20294,jocelynn.henderson@classlink.k12.nj.us,,,,7,
29205,,,TRUE,3,student,mohammed.forster,{FED:29205},MOHAMMED,FORSTER,ELIZABETH,,20380,mohammed.forster@classlink.k12.nj.us,,,,6,
29233,,,TRUE,7,student,sawyer.hendricks,{FED:29233},SAWYER,HENDRICKS,ALONSO,,20250,sawyer.hendricks@classlink.k12.nj.us,,,,5,
29249,,,TRUE,2,teacher,tyra.williams,{FED:29249},TYRA,WILLIAMS,CARMELO,,176,tyra.williams@classlink.k12.nj.us,,,,,
29399,,,TRUE,3,student,mohammed.smith,{FED:29399},MOHAMMED,SMITH,PA'LEAH,,20427,mohammed.smith@classlink.k12.nj.us,,,,7,
29549,,,TRUE,3,teacher,skye.metcalf,{FED:29549},SKYE,METCALF,MAC,,1501,skye.metcalf@classlink.k12.nj.us,,,,,
29562,,,TRUE,7,teacher,madison.jackson,{FED:29562},MADISON,JACKSON,,,735,madison.jackson@classlink.k12.nj.us,,,,,
29716,,,TRUE,7,student,daniel.duran,{FED:29716},DANIEL,DURAN,RENE',,20528,daniel.duran@classlink.k12.nj.us,,,,4,
30044,,,TRUE,3,student,lidia.mendez,{FED:30044},LIDIA,MENDEZ,STEPHANIE,,20639,lidia.mendez@classlink.k12.nj.us,,,,6,
30164,,,TRUE,3,student,kelton.delagarzaquiroz,{FED:30164},KELTON,DE LA GARZA QUIROZ,MICHAEL,,20707,kelton.delagarzaquiroz@classlink.k12.nj.us,,,,7,
30196,,,TRUE,7,student,nolan.jackson,{FED:30196},NOLAN,JACKSON,MARIE,,20713,nolan.jackson@classlink.k12.nj.us,,,,5,
30205,,,TRUE,3,student,debani.jacksonminor,{FED:30205},DEBANI,JACKSON MINOR,RAELYNN,,20714,debani.jacksonminor@classlink.k12.nj.us,,,,6,
30320,,,TRUE,7,student,jovan.martinez,{FED:30320},JOVAN,MARTINEZ,DON'SHAYE,,20763,jovan.martinez@classlink.k12.nj.us,,,,5,
30445,,,TRUE,7,student,jose.blackmon,{FED:30445},JOSE,BLACKMON,AMARI,,20780,jose.blackmon@classlink.k12.nj.us,,,,4,
31152,,,TRUE,3,student,esmeralda.henry,{FED:31152},ESMERALDA,HENRY,KADE,,20878,esmeralda.henry@classlink.k12.nj.us,,,,7,
31197,,,TRUE,7,student,kealey.rodriguez,{FED:31197},KEALEY,RODRIGUEZ,RENEE,,20900,kealey.rodriguez@classlink.k12.nj.us,,,,4,
31288,,,TRUE,7,student,miguel.henry,{FED:31288},MIGUEL,HENRY,AVA,,20919,miguel.henry@classlink.k12.nj.us,,,,4,
31289,,,TRUE,3,student,fabion.hermanns,{FED:31289},FABION,HERMANNS,JO,,20920,fabion.hermanns@classlink.k12.nj.us,,,,6,
32452,,,TRUE,3,student,dimple.preciado,{FED:32452},DIMPLE,PRECIADO,DAMIAN,,21037,dimple.preciado@classlink.k12.nj.us,,,,6,
32681,,,TRUE,7,student,thomas.massenburge,{FED:32681},THOMAS,MASSENBURGE,LYNN,,21122,thomas.massenburge@classlink.k12.nj.us,,,,4,
32713,,,TRUE,7,student,jordan.benitez,{FED:32713},JORDAN,BENITEZ,PARKER,,21137,jordan.benitez@classlink.k12.nj.us,,,,3,
32718,,,TRUE,3,student,enrique.campa,{FED:32718},ENRIQUE,CAMPA,ANTONIO,,21139,enrique.campa@classlink.k12.nj.us,,,,7,
32721,,,TRUE,7,student,bobby.campa,{FED:32721},BOBBY,CAMPA,,,21141,bobby.campa@classlink.k12.nj.us,,,,4,
32747,,,TRUE,7,student,lamya.ford,{FED:32747},LAMYA,FORD,JARED,,21151,lamya.ford@classlink.k12.nj.us,,,,4,
33130,,,TRUE,3,student,morgan.forster,{FED:33130},MORGAN,FORSTER,JOSE',,21246,morgan.forster@classlink.k12.nj.us,,,,7,
33141,,,TRUE,7,student,nolan.hernandez,{FED:33141},NOLAN,HERNANDEZ,HERMINIO,,21284,nolan.hernandez@classlink.k12.nj.us,,,,3,
33157,,,TRUE,7,student,kaela.torres,{FED:33157},KAELA,TORRES,DARREL,,21289,kaela.torres@classlink.k12.nj.us,,,,5,
33267,,,TRUE,3,student,manuel.maples,{FED:33267},MANUEL,MAPLES,LYNN THOMAS,,21351,manuel.maples@classlink.k12.nj.us,,,,6,
33336,,,TRUE,3,student,noemi.hernandez,{FED:33336},NOEMI,HERNANDEZ,,,21390,noemi.hernandez@classlink.k12.nj.us,,,,6,
33954,,,TRUE,7,student,jordan.hernandez,{FED:33954},JORDAN,HERNANDEZ,DINH,,21504,jordan.hernandez@classlink.k12.nj.us,,,,3,
34126,,,TRUE,2,teacher,lee.herod,{FED:34126},LEE,HEROD,NEAL,,1663,lee.herod@classlink.k12.nj.us,,,,,
34318,,,TRUE,7,student,luis.shelton,{FED:34318},LUIS,SHELTON,ROSE,,21638,luis.shelton@classlink.k12.nj.us,,,,3,
35023,,,TRUE,7,student,mirna.anderson,{FED:35023},MIRNA,ANDERSON,ELAINE,,21900,mirna.anderson@classlink.k12.nj.us,,,,3,
35126,,,TRUE,7,student,danecia.mooregee,{FED:35126},DANECIA,MOORE-GEE,,,21938,danecia.mooregee@classlink.k12.nj.us,,,,2,
35249,,,TRUE,7,student,anthony.hernandez,{FED:35249},ANTHONY,HERNANDEZ,REID,,21980,anthony.hernandez@classlink.k12.nj.us,,,,4,
35871,,,TRUE,2,teacher,kevin.hernandez,{FED:35871},KEVIN,HERNANDEZ,,,1235,kevin.hernandez@classlink.k12.nj.us,,,,,
36107,,,TRUE,7,student,melissa.ruiz,{FED:36107},MELISSA,RUIZ,ELIZABETH,,22262,melissa.ruiz@classlink.k12.nj.us,,,,4,
36516,,,TRUE,7,student,keanu.arciga,{FED:36516},KEANU,ARCIGA,YAMILE,,22408,keanu.arciga@classlink.k12.nj.us,,,,2,
36852,,,TRUE,7,student,ricardo.hardee,{FED:36852},RICARDO,HARDEE,GRACE,,22559,ricardo.hardee@classlink.k12.nj.us,,,,1,
36855,,,TRUE,7,student,ladamion.hernandez,{FED:36855},LADAMION,HERNANDEZ,ISABEL,,22562,ladamion.hernandez@classlink.k12.nj.us,,,,1,
36975,,,TRUE,7,student,tateonna.jackson,{FED:36975},TATEONNA,JACKSON,ELIZABETH,,22612,tateonna.jackson@classlink.k12.nj.us,,,,2,
36984,,,TRUE,7,student,efren.martinez,{FED:36984},EFREN,MARTINEZ,RENA,,22615,efren.martinez@classlink.k12.nj.us,,,,3,
37112,,,TRUE,7,student,nemesia.wheat,{FED:37112},NEMESIA,WHEAT,MICAH,,22668,nemesia.wheat@classlink.k12.nj.us,,,,2,
37133,,,TRUE,7,student,keyayra.zavala,{FED:37133},KEYAYRA,ZAVALA,LIZBETH,,22671,keyayra.zavala@classlink.k12.nj.us,,,,1,
37191,,,TRUE,7,student,habana.hernandez,{FED:37191},HABANA,HERNANDEZ,EZEQUIEL,,22695,habana.hernandez@classlink.k12.nj.us,,,,2,
37197,,,TRUE,7,student,katelyn.hernandez,{FED:37197},KATELYN,HERNANDEZ,,,22698,katelyn.hernandez@classlink.k12.nj.us,,,,1,
37415,,,TRUE,2,teacher,caleb.rodriguezcontreras,{FED:37415},CALEB,RODRIGUEZ CONTRERAS,DAMIAN,,1593,caleb.rodriguezcontreras@classlink.k12.nj.us,,,,,
37656,,,TRUE,7,student,chance.hernandez,{FED:37656},CHANCE,HERNANDEZ,RENE,,22870,chance.hernandez@classlink.k12.nj.us,,,,1,
37713,,,TRUE,7,student,ju-keysten.gomezrobledo,{FED:37713},JU-KEYSTEN,GOMEZ ROBLEDO,LEIGHANN,,22895,ju-keysten.gomezrobledo@classlink.k12.nj.us,,,,1,
38078,,,TRUE,7,student,nicholas.gomezrobledo,{FED:38078},NICHOLAS,GOMEZ ROBLEDO,LEE,,22981,nicholas.gomezrobledo@classlink.k12.nj.us,,,,2,
38243,,,TRUE,7,student,duncan.adighije,{FED:38243},DUNCAN,ADIGHIJE,RENEA,,23022,duncan.adighije@classlink.k12.nj.us,,,,1,
38683,,,TRUE,7,student,james.ford,{FED:38683},JAMES,FORD,ANTHONY,,23204,james.ford@classlink.k12.nj.us,,,,1,
39149,,,TRUE,7,student,jesse.hernandezchaib,{FED:39149},JESSE,HERNANDEZ CHAIB,KRISTOPHER,,23407,jesse.hernandezchaib@classlink.k12.nj.us,,,,KG,
39154,,,TRUE,7,student,hayden.hernandezchaib,{FED:39154},HAYDEN,HERNANDEZ CHAIB,NICOLE,,23410,hayden.hernandezchaib@classlink.k12.nj.us,,,,1,
39690,,,TRUE,7,student,mason.ansel,{FED:39690},MASON,ANSEL,LA'BRYAN,,23569,mason.ansel@classlink.k12.nj.us,,,,KG,
39973,,,TRUE,3,teacher,kylee.hernandezmacias,{FED:39973},KYLEE,HERNANDEZ MACIAS,ARMON,,1840,kylee.hernandezmacias@classlink.k12.nj.us,,,,,
40339,,,TRUE,7,student,emiliano.perez,{FED:40339},EMILIANO,PEREZ,I'JAHNAE,,23736,emiliano.perez@classlink.k12.nj.us,,,,KG,
40426,,,TRUE,7,teacher,austin.perez,{FED:40426},AUSTIN,PEREZ,MAELEE,,1706,austin.perez@classlink.k12.nj.us,,,,,
40497,,,TRUE,7,student,timothy.perez,{FED:40497},TIMOTHY,PEREZ,,,23795,timothy.perez@classlink.k12.nj.us,,,,KG,
40508,,,TRUE,7,student,kaylie.herrera,{FED:40508},KAYLIE,HERRERA,,,23799,kaylie.herrera@classlink.k12.nj.us,,,,KG,
41226,,,TRUE,2,student,gillian.herring,{FED:41226},GILLIAN,HERRING,PAUL-OLIVER,,24066,gillian.herring@classlink.k12.nj.us,,,,11,
41330,,,TRUE,7,teacher,haylee.rasco,{FED:41330},HAYLEE,RASCO,CONRAD,,1496,haylee.rasco@classlink.k12.nj.us,,,,,
42189,,,TRUE,7,student,alexis.ramirez,{FED:42189},ALEXIS,RAMIREZ,FERNANDA,,24278,alexis.ramirez@classlink.k12.nj.us,,,,KG,
42956,,,TRUE,7,teacher,chloe.demus,{FED:42956},CHLOE,DEMUS,,,1710,chloe.demus@classlink.k12.nj.us,,,,,
43105,,,TRUE,7,teacher,amber.demus,{FED:43105},AMBER,DEMUS,,,1559,amber.demus@classlink.k12.nj.us,,,,,
44591,,,TRUE,7,teacher,rosalinda.hinojosa,{FED:44591},ROSALINDA,HINOJOSA,,,2079,rosalinda.hinojosa@classlink.k12.nj.us,,,,,
44595,,,TRUE,7,teacher,kebin.hernandez,{FED:44595},KEBIN,HERNANDEZ,MARIA,,2039,kebin.hernandez@classlink.k12.nj.us,,,,,
44596,,,TRUE,7,teacher,jonathan.starksscroggins,{FED:44596},JONATHAN,STARKS-SCROGGINS,ANN,,2063,jonathan.starksscroggins@classlink.k12.nj.us,,,,,
44839,,,TRUE,3,teacher,lorenzo.hintz,{FED:44839},LORENZO,HINTZ,PIOQUINTO,,2070,lorenzo.hintz@classlink.k12.nj.us,,,,,
44903,,,TRUE,2,teacher,nathan.brewer,{FED:44903},NATHAN,BREWER,MESHELLE,,2057,nathan.brewer@classlink.k12.nj.us,,,,,
44906,,,TRUE,7,teacher,yareli.march,{FED:44906},YARELI,MARCH,MARIE,,2076,yareli.march@classlink.k12.nj.us,,,,,
45851,,,TRUE,2,teacher,giselle.aguirre,{FED:45851},GISELLE,AGUIRRE,NICOLE,,2137,giselle.aguirre@classlink.k12.nj.us,,,,,
46575,,,TRUE,3,teacher,pedro.aguirre,{FED:46575},PEDRO,AGUIRRE,GRACE,,2210,pedro.aguirre@classlink.k12.nj.us,,,,,
47948,,,TRUE,2,student,rubicely.sabella,{FED:47948},RUBICELY,SABELLA,,,26249,rubicely.sabella@classlink.k12.nj.us,,,,9,
48309,,,TRUE,3,teacher,mayte.fults,{FED:48309},MAYTE,FULTS,JAMES,,2347,mayte.fults@classlink.k12.nj.us,,,,,
